flight_id,flight_number,origin,destination,tail_number,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,distance_km,status,delay_minutes,delay_reason
827,BF1827,RBR,BVB,PR-BFY06,2025-10-29T08:29,2025-10-29T09:53,2025-10-29T08:29,2025-10-29T10:03,1200,COMPLETED,0,none
828,BF1828,JPA,NAT,PR-BFY05,2026-01-12T23:07,2026-01-13T00:00,2026-01-13T02:25,2026-01-13T03:21,600,COMPLETED,198,atc
829,BF1829,IGU,VCP,PR-BFY15,2026-03-18T17:10,2026-03-18T18:19,2026-03-18T17:10,2026-03-18T18:29,800,COMPLETED,0,none
830,BF1830,IGU,JPA,PR-BFY12,2025-06-29T11:03,2025-06-29T14:46,2025-06-29T11:03,2025-06-29T14:55,2800,COMPLETED,180,weather
831,BF1831,THE,BVB,PR-BFY14,2026-01-03T14:17,2026-01-03T16:49,2026-01-03T14:17,2026-01-03T16:49,2000,COMPLETED,0,none
832,BF1832,GYN,CNF,PR-BFY13,2026-04-11T15:05,2026-04-11T16:16,2026-04-11T15:05,2026-04-11T16:14,900,COMPLETED,0,none
833,BF1833,THE,CGH,PR-BFY03,2025-11-22T12:58,2025-11-22T15:31,2025-11-22T12:58,2025-11-22T15:35,1800,COMPLETED,0,none
834,BF1834,THE,MAO,PR-BFY12,2025-11-06T04:48,2025-11-06T07:37,2025-11-06T04:48,2025-11-06T07:35,2000,COMPLETED,0,none
835,BF1835,VCP,BEL,PR-BFY06,2025-08-16T14:55,2025-08-16T18:31,2025-08-16T14:55,2025-08-16T18:40,2800,COMPLETED,0,none
836,BF1836,CGB,BSB,PR-BFY13,2025-07-03T12:03,2025-07-03T12:59,2025-07-03T15:01,2025-07-03T16:06,700,COMPLETED,178,weather
837,BF1837,CWB,MAO,PR-BFY05,2026-03-18T19:00,2026-03-18T23:39,2026-03-18T19:24,2026-03-19T00:01,3500,COMPLETED,24,atc
838,BF1838,CWB,THE,PR-BFY15,2026-05-05T01:16,2026-05-05T04:51,2026-05-05T01:16,2026-05-05T04:53,2800,COMPLETED,0,none
839,BF1839,SDU,REC,PR-BFY04,2025-12-21T06:21,2025-12-21T08:52,2025-12-21T10:10,2025-12-21T12:39,1800,COMPLETED,229,atc
840,BF1840,FOR,MAO,PR-BFY12,2026-03-12T14:35,2026-03-12T17:00,2026-03-12T18:05,2026-03-12T20:33,2000,COMPLETED,210,weather
841,BF1841,CNF,GYN,PR-BFY17,2025-06-26T01:58,2025-06-26T03:23,2025-06-26T01:58,2025-06-26T03:19,900,COMPLETED,0,none
842,BF1842,MCZ,THE,PR-BFY02,2025-08-14T20:26,2025-08-14T21:13,2025-08-14T20:26,2025-08-14T21:08,600,COMPLETED,0,none
843,BF1843,MAO,FLN,PR-BFY14,2025-10-25T21:37,2025-10-26T02:18,2025-10-25T22:53,2025-10-26T03:29,3500,COMPLETED,76,crew
844,BF1844,GRU,CGH,PR-BFY06,2026-02-01T11:32,2026-02-01T12:18,2026-02-01T14:38,2026-02-01T15:22,400,COMPLETED,186,atc
845,BF1845,SLZ,CNF,PR-BFY18,2025-07-03T01:10,2025-07-03T03:28,2025-07-03T01:10,2025-07-03T03:33,1800,COMPLETED,0,none
846,BF1846,MCZ,BSB,PR-BFY08,2025-10-29T19:40,2025-10-29T22:06,2025-10-29T19:40,2025-10-29T22:04,1700,COMPLETED,0,none
847,BF1847,BSB,GIG,PR-BFY13,2026-02-15T15:37,2026-02-15T16:44,2026-02-15T17:34,2026-02-15T18:36,900,COMPLETED,117,atc
848,BF1848,BSB,SSA,PR-BFY02,2025-11-08T06:27,2025-11-08T08:26,2025-11-08T06:27,2025-11-08T08:32,1700,COMPLETED,0,none
849,BF1849,VCP,PMW,PR-BFY18,2025-11-07T03:37,2025-11-07T07:10,2025-11-07T06:25,2025-11-07T09:56,2800,COMPLETED,168,operational
850,BF1850,BEL,RBR,PR-BFY05,2025-10-03T20:27,2025-10-03T21:55,2025-10-03T20:27,2025-10-03T22:02,1200,COMPLETED,0,none
851,BF1851,CWB,CNF,PR-BFY20,2026-01-18T12:52,2026-01-18T14:09,2026-01-18T12:52,2026-01-18T14:04,800,COMPLETED,0,none
852,BF1852,PMW,NAT,PR-BFY08,2026-04-23T21:17,2026-04-23T23:49,2026-04-23T21:17,2026-04-23T23:44,2000,COMPLETED,0,none
853,BF1853,GRU,MCZ,PR-BFY02,2025-08-30T08:02,2025-08-30T10:16,2025-08-30T08:02,2025-08-30T10:13,1800,COMPLETED,124,crew
854,BF1854,SDU,FLN,PR-BFY08,2026-05-30T03:52,2026-05-30T04:51,2026-05-30T05:43,2026-05-30T06:38,800,COMPLETED,111,atc
855,BF1855,PMW,SLZ,PR-BFY02,2026-04-20T02:40,2026-04-20T05:23,2026-04-20T02:40,2026-04-20T05:28,2000,COMPLETED,0,none
856,BF1856,REC,MCP,PR-BFY11,2026-03-30T02:47,2026-03-30T05:27,2026-03-30T02:47,2026-03-30T05:29,2000,COMPLETED,0,none
857,BF1857,CWB,GYN,PR-BFY13,2025-10-28T20:55,2025-10-28T22:39,2025-10-28T20:55,2025-10-28T22:41,1300,COMPLETED,185,weather
858,BF1858,REC,CWB,PR-BFY03,2025-10-12T15:41,2025-10-12T19:15,2025-10-12T15:41,2025-10-12T19:25,2800,COMPLETED,0,none
859,BF1859,BSB,CGH,PR-BFY08,2025-09-12T01:27,2025-09-12T02:54,2025-09-12T02:05,2025-09-12T03:33,900,COMPLETED,38,atc
860,BF1860,REC,VCP,PR-BFY08,2026-04-07T09:04,2026-04-07T11:32,2026-04-07T09:04,2026-04-07T11:33,1800,COMPLETED,0,none
861,BF1861,NVT,CNF,PR-BFY09,2025-11-29T07:03,2025-11-29T08:02,2025-11-29T07:03,2025-11-29T08:03,800,COMPLETED,129,operational
862,BF1862,BVB,BEL,PR-BFY06,2026-05-17T09:04,2026-05-17T10:26,2026-05-17T09:04,2026-05-17T10:33,1200,COMPLETED,0,none
863,BF1863,SSA,IGU,PR-BFY16,2026-04-04T19:10,2026-04-04T22:46,2026-04-04T19:10,2026-04-04T22:45,2800,COMPLETED,0,none
864,BF1864,GRU,BEL,PR-BFY20,2026-03-05T17:47,2026-03-05T21:20,2026-03-05T17:47,2026-03-05T21:24,2800,COMPLETED,0,none
865,BF1865,FOR,SDU,PR-BFY13,2025-10-06T22:34,2025-10-07T00:47,2025-10-06T22:34,2025-10-07T00:51,1800,COMPLETED,0,none
866,BF1866,FOR,MCZ,PR-BFY05,2026-05-17T03:21,2026-05-17T03:58,2026-05-17T03:21,2026-05-17T03:59,600,COMPLETED,0,none
867,BF1867,PMW,BSB,PR-BFY16,2025-06-04T01:03,2025-06-04T03:23,2025-06-04T01:03,2025-06-04T03:29,2000,COMPLETED,0,none
868,BF1868,FLN,IGU,PR-BFY14,2026-03-15T09:00,2026-03-15T09:50,2026-03-15T09:00,2026-03-15T09:47,500,COMPLETED,0,none
869,BF1869,RBR,CGH,PR-BFY09,2025-08-30T15:24,2025-08-30T18:56,2025-08-30T15:24,2025-08-30T19:04,2800,COMPLETED,0,none
870,BF1870,MAO,BEL,PR-BFY02,2026-02-09T19:51,2026-02-09T21:27,2026-02-09T19:51,2026-02-09T21:33,1200,COMPLETED,0,none
871,BF1871,MCZ,FLN,PR-BFY01,2026-04-05T18:38,2026-04-05T22:21,2026-04-05T20:55,2026-04-06T00:44,2800,COMPLETED,137,crew
872,BF1872,THE,AJU,PR-BFY09,2025-09-16T16:27,2025-09-16T17:10,2025-09-16T16:27,2025-09-16T17:09,600,COMPLETED,0,none
873,BF1873,GYN,MCZ,PR-BFY13,2025-09-26T13:08,2025-09-26T15:05,2025-09-26T13:46,2025-09-26T15:50,1700,COMPLETED,38,mechanical
874,BF1874,THE,NAT,PR-BFY14,2025-07-29T12:11,2025-07-29T13:02,2025-07-29T12:11,2025-07-29T13:02,600,COMPLETED,0,none
875,BF1875,CGB,SLZ,PR-BFY19,2026-01-07T01:40,2026-01-07T03:53,2026-01-07T01:40,2026-01-07T04:00,1700,COMPLETED,0,none
876,BF1876,CGR,MAO,PR-BFY04,2026-03-27T17:23,2026-03-27T20:07,2026-03-27T17:23,2026-03-27T20:04,2000,COMPLETED,0,none
877,BF1877,MCZ,NAT,PR-BFY01,2026-02-06T18:42,2026-02-06T19:43,2026-02-06T22:08,2026-02-06T23:16,600,COMPLETED,206,mechanical
878,BF1878,CNF,BVB,PR-BFY14,2026-05-25T01:29,2026-05-25T04:49,2026-05-25T05:02,2026-05-25T08:30,2800,COMPLETED,213,weather
879,BF1879,CNF,BSB,PR-BFY17,2026-02-28T19:30,2026-02-28T20:32,2026-02-28T19:30,2026-02-28T20:32,900,COMPLETED,0,none
880,BF1880,GIG,SSA,PR-BFY14,2025-11-02T18:59,2025-11-02T21:09,2025-11-02T22:25,2025-11-03T00:36,1800,COMPLETED,206,atc
881,BF1881,IGU,AJU,PR-BFY13,2025-08-19T12:19,2025-08-19T16:06,2025-08-19T12:19,2025-08-19T16:03,2800,COMPLETED,0,none
882,BF1882,GIG,CGR,PR-BFY01,2025-07-17T19:04,2025-07-17T20:11,2025-07-17T20:19,2025-07-17T21:24,900,COMPLETED,75,weather
883,BF1883,CGH,CGR,PR-BFY07,2025-06-06T06:17,2025-06-06T07:35,2025-06-06T06:17,2025-06-06T07:33,900,COMPLETED,0,none
884,BF1884,REC,MCP,PR-BFY16,2025-06-06T06:54,2025-06-06T09:26,2025-06-06T06:54,2025-06-06T09:29,2000,COMPLETED,0,none
885,BF1885,SSA,BEL,PR-BFY11,2026-02-01T10:01,2026-02-01T12:40,2026-02-01T10:01,2026-02-01T12:45,2000,COMPLETED,0,none
886,BF1886,MCP,GYN,PR-BFY11,2026-02-19T00:36,2026-02-19T03:17,2026-02-19T00:36,2026-02-19T03:23,2000,COMPLETED,0,none
887,BF1887,BEL,GIG,PR-BFY01,2025-06-03T05:54,2025-06-03T09:28,2025-06-03T05:54,2025-06-03T09:27,2800,COMPLETED,0,none
888,BF1888,JPA,GIG,PR-BFY15,2025-12-21T12:02,2025-12-21T14:37,2025-12-21T12:02,2025-12-21T14:43,1800,COMPLETED,0,none
889,BF1889,JPA,THE,PR-BFY01,2026-05-13T00:42,2026-05-13T01:33,2026-05-13T00:42,2026-05-13T01:38,600,COMPLETED,0,none
890,BF1890,MCZ,POA,PR-BFY20,2025-07-04T07:36,2025-07-04T11:21,2025-07-04T07:36,2025-07-04T11:23,2800,COMPLETED,0,none
891,BF1891,SSA,FLN,PR-BFY04,2025-07-30T06:01,2025-07-30T09:32,2025-07-30T06:01,2025-07-30T09:42,2800,COMPLETED,0,none
892,BF1892,SLZ,FLN,PR-BFY05,2025-12-31T23:37,2026-01-01T03:16,2025-12-31T23:37,2026-01-01T03:12,2800,COMPLETED,51,atc
893,BF1893,SSA,MCP,PR-BFY06,2025-08-03T10:00,2025-08-03T12:29,2025-08-03T10:00,2025-08-03T12:38,2000,COMPLETED,0,none
894,BF1894,RBR,IGU,PR-BFY06,2025-08-24T05:37,2025-08-24T10:04,2025-08-24T05:37,2025-08-24T10:05,3500,COMPLETED,0,none
895,BF1895,MAO,AJU,PR-BFY11,2025-08-05T02:56,2025-08-05T05:19,2025-08-05T02:56,2025-08-05T05:19,2000,COMPLETED,0,none
896,BF1896,RBR,FLN,PR-BFY05,2025-12-22T03:36,2025-12-22T07:55,2025-12-22T03:36,2025-12-22T07:53,3500,COMPLETED,0,none
897,BF1897,PMW,FOR,PR-BFY19,2026-05-25T05:36,2026-05-25T07:58,2026-05-25T05:36,2026-05-25T08:00,2000,COMPLETED,0,none
898,BF1898,MAO,JPA,PR-BFY18,2025-07-18T02:08,2025-07-18T04:48,2025-07-18T02:08,2025-07-18T04:55,2000,COMPLETED,0,none
899,BF1899,BVB,NVT,PR-BFY11,2025-11-17T22:23,2025-11-18T02:42,2025-11-17T23:52,2025-11-18T04:08,3500,COMPLETED,89,crew
900,BF1900,SLZ,NAT,PR-BFY11,2025-10-16T00:16,2025-10-16T01:14,2025-10-16T00:16,2025-10-16T01:13,600,COMPLETED,0,none
901,BF1901,FLN,JPA,PR-BFY14,2025-06-02T05:20,2025-06-02T08:49,2025-06-02T07:52,2025-06-02T11:28,2800,COMPLETED,152,weather
902,BF1902,CWB,BEL,PR-BFY04,2026-02-21T19:15,2026-02-21T23:52,2026-02-21T19:15,2026-02-21T23:54,3500,COMPLETED,0,none
903,BF1903,FLN,GRU,PR-BFY15,2026-05-02T09:37,2026-05-02T10:37,2026-05-02T09:37,2026-05-02T10:47,800,COMPLETED,90,mechanical
904,BF1904,SDU,MCZ,PR-BFY20,2025-12-24T08:38,2025-12-24T10:47,2025-12-24T08:38,2025-12-24T10:43,1800,COMPLETED,0,none
905,BF1905,CWB,CGR,PR-BFY07,2025-08-29T21:41,2025-08-29T23:16,2025-08-29T21:41,2025-08-29T23:26,1300,COMPLETED,0,none
906,BF1906,SSA,CGR,PR-BFY08,2026-03-02T07:27,2026-03-02T09:25,2026-03-02T07:27,2026-03-02T09:26,1700,COMPLETED,0,none
907,BF1907,THE,MAO,PR-BFY13,2025-07-09T06:39,2025-07-09T09:28,2025-07-09T06:39,2025-07-09T09:38,2000,COMPLETED,0,none
908,BF1908,CGR,BVB,PR-BFY12,2025-09-24T22:06,2025-09-25T00:26,2025-09-24T22:06,2025-09-25T00:36,2000,COMPLETED,0,none
909,BF1909,MAO,FLN,PR-BFY18,2026-03-12T18:19,2026-03-12T22:33,2026-03-12T18:19,2026-03-12T22:34,3500,COMPLETED,0,none
910,BF1910,FLN,GIG,PR-BFY10,2025-09-04T07:39,2025-09-04T08:39,2025-09-04T07:39,2025-09-04T08:35,800,COMPLETED,0,none
911,BF1911,IGU,AJU,PR-BFY07,2025-09-28T04:46,2025-09-28T08:24,2025-09-28T07:59,2025-09-28T11:36,2800,COMPLETED,193,mechanical
912,BF1912,SLZ,MCZ,PR-BFY13,2025-06-07T15:36,2025-06-07T16:22,2025-06-07T15:36,2025-06-07T16:21,600,COMPLETED,0,none
913,BF1913,NVT,THE,PR-BFY02,2025-10-01T11:54,2025-10-01T15:43,2025-10-01T11:54,2025-10-01T15:43,2800,COMPLETED,106,weather
914,BF1914,GIG,FOR,PR-BFY08,2026-02-02T11:28,2026-02-02T13:51,2026-02-02T11:28,2026-02-02T13:58,1800,COMPLETED,0,none
915,BF1915,CGH,SDU,PR-BFY13,2025-11-23T09:15,2025-11-23T09:47,2025-11-23T09:15,2025-11-23T09:47,400,COMPLETED,0,none
916,BF1916,MAO,THE,PR-BFY09,2025-08-05T06:04,2025-08-05T08:48,2025-08-05T06:04,2025-08-05T08:55,2000,COMPLETED,0,none
917,BF1917,MCZ,AJU,PR-BFY17,2026-04-21T03:00,2026-04-21T03:46,2026-04-21T03:44,2026-04-21T04:40,600,COMPLETED,44,weather
918,BF1918,GYN,GRU,PR-BFY13,2026-05-16T03:50,2026-05-16T04:55,2026-05-16T03:50,2026-05-16T04:55,900,COMPLETED,0,none
919,BF1919,SSA,AJU,PR-BFY18,2026-04-12T18:41,2026-04-12T19:25,2026-04-12T18:41,2026-04-12T19:22,600,COMPLETED,0,none
920,BF1920,CNF,NVT,PR-BFY03,2025-06-15T09:05,2025-06-15T10:07,2025-06-15T09:05,2025-06-15T10:17,800,COMPLETED,0,none
921,BF1921,REC,BVB,PR-BFY06,2025-08-30T08:37,2025-08-30T11:21,2025-08-30T08:37,2025-08-30T11:19,2000,COMPLETED,0,none
922,BF1922,BVB,JPA,PR-BFY02,2025-10-10T00:38,2025-10-10T02:58,2025-10-10T00:38,2025-10-10T02:56,2000,COMPLETED,0,none
923,BF1923,SDU,JPA,PR-BFY03,2025-10-29T04:07,2025-10-29T06:32,2025-10-29T06:45,2025-10-29T09:06,1800,COMPLETED,158,atc
924,BF1924,GIG,FOR,PR-BFY08,2026-01-04T10:01,2026-01-04T12:17,2026-01-04T10:01,2026-01-04T12:12,1800,COMPLETED,0,none
925,BF1925,CGR,CGH,PR-BFY11,2025-12-31T15:28,2025-12-31T16:46,2025-12-31T15:28,2025-12-31T16:56,900,COMPLETED,0,none
926,BF1926,REC,POA,PR-BFY10,2025-10-31T19:12,2025-10-31T22:54,2025-10-31T22:56,2025-11-01T02:34,2800,COMPLETED,224,weather
927,BF1927,BVB,MCP,PR-BFY09,2025-11-04T17:07,2025-11-04T18:57,2025-11-04T19:43,2025-11-04T21:39,1200,COMPLETED,156,mechanical
928,BF1928,SDU,MAO,PR-BFY13,2026-04-04T07:14,2026-04-04T10:36,2026-04-04T07:14,2026-04-04T10:36,2800,COMPLETED,0,none
929,BF1929,IGU,VCP,PR-BFY03,2025-12-03T02:06,2025-12-03T03:17,2025-12-03T02:06,2025-12-03T03:18,800,COMPLETED,0,none
930,BF1930,MCZ,MAO,PR-BFY19,2025-12-14T04:06,2025-12-14T06:46,2025-12-14T04:06,2025-12-14T06:52,2000,COMPLETED,0,none
931,BF1931,AJU,MCZ,PR-BFY13,2025-09-28T10:51,2025-09-28T11:39,2025-09-28T10:51,2025-09-28T11:47,600,COMPLETED,0,none
932,BF1932,GRU,MCZ,PR-BFY03,2025-11-28T05:20,2025-11-28T07:27,2025-11-28T07:51,2025-11-28T10:06,1800,COMPLETED,151,operational
933,BF1933,CWB,AJU,PR-BFY08,2025-08-04T18:56,2025-08-04T22:27,2025-08-04T18:56,2025-08-04T22:26,2800,COMPLETED,0,none
934,BF1934,CGB,GRU,PR-BFY04,2025-08-11T07:44,2025-08-11T08:53,2025-08-11T07:44,2025-08-11T08:51,900,COMPLETED,0,none
935,BF1935,CNF,FOR,PR-BFY19,2026-01-10T05:20,2026-01-10T07:43,2026-01-10T05:20,2026-01-10T07:49,1800,COMPLETED,0,none
936,BF1936,BVB,CGR,PR-BFY06,2025-12-15T09:00,2025-12-15T11:39,2025-12-15T09:27,2025-12-15T12:13,2000,COMPLETED,27,weather
937,BF1937,POA,MCP,PR-BFY05,2026-03-21T04:50,2026-03-21T09:17,2026-03-21T04:50,2026-03-21T09:16,3500,COMPLETED,0,none
938,BF1938,SDU,NVT,PR-BFY08,2025-12-12T16:37,2025-12-12T17:28,2025-12-12T16:37,2025-12-12T17:34,800,COMPLETED,0,none
939,BF1939,AJU,JPA,PR-BFY15,2026-04-01T13:20,2026-04-01T14:17,2026-04-01T13:20,2026-04-01T14:23,600,COMPLETED,0,none
940,BF1940,REC,CGR,PR-BFY10,2025-12-18T20:21,2025-12-18T22:48,2025-12-18T20:21,2025-12-18T22:50,1700,COMPLETED,0,none
941,BF1941,MCZ,RBR,PR-BFY03,2025-08-03T07:25,2025-08-03T10:15,2025-08-03T10:57,2025-08-03T13:44,2000,COMPLETED,212,operational
942,BF1942,SLZ,GYN,PR-BFY18,2025-08-08T04:21,2025-08-08T06:23,2025-08-08T04:21,2025-08-08T06:27,1700,COMPLETED,0,none
943,BF1943,PMW,SSA,PR-BFY16,2025-06-08T18:54,2025-06-08T21:44,2025-06-08T18:54,2025-06-08T21:43,2000,COMPLETED,0,none
944,BF1944,SSA,FOR,PR-BFY14,2025-08-30T19:08,2025-08-30T19:55,2025-08-30T19:08,2025-08-30T19:50,600,COMPLETED,63,weather
945,BF1945,THE,FOR,PR-BFY20,2026-02-07T06:22,2026-02-07T07:04,2026-02-07T06:22,2026-02-07T07:00,600,COMPLETED,0,none
946,BF1946,IGU,CNF,PR-BFY14,2025-11-11T21:21,2025-11-11T22:16,2025-11-12T01:10,2025-11-12T02:11,800,COMPLETED,229,weather
947,BF1947,SSA,FLN,PR-BFY18,2025-10-03T03:25,2025-10-03T06:56,2025-10-03T03:25,2025-10-03T06:58,2800,COMPLETED,0,none
948,BF1948,BVB,MAO,PR-BFY19,2025-08-25T19:50,2025-08-25T21:19,2025-08-25T21:20,2025-08-25T22:44,1200,COMPLETED,90,operational
949,BF1949,FLN,BSB,PR-BFY15,2026-01-08T23:06,2026-01-09T01:02,2026-01-08T23:06,2026-01-09T00:58,1300,COMPLETED,0,none
950,BF1950,RBR,JPA,PR-BFY10,2026-05-22T13:04,2026-05-22T15:25,2026-05-22T13:04,2026-05-22T15:30,2000,COMPLETED,0,none
951,BF1951,POA,GIG,PR-BFY01,2025-06-04T18:04,2025-06-04T19:05,2025-06-04T18:04,2025-06-04T19:11,800,COMPLETED,0,none
952,BF1952,GIG,IGU,PR-BFY04,2026-05-25T07:07,2026-05-25T08:03,2026-05-25T07:07,2026-05-25T08:11,800,COMPLETED,146,weather
953,BF1953,PMW,SSA,PR-BFY13,2025-06-06T00:46,2025-06-06T03:10,2025-06-06T00:46,2025-06-06T03:20,2000,COMPLETED,0,none
954,BF1954,POA,CGR,PR-BFY04,2026-02-21T10:01,2026-02-21T11:41,2026-02-21T10:01,2026-02-21T11:44,1300,COMPLETED,0,none
955,BF1955,IGU,THE,PR-BFY07,2026-04-16T22:18,2026-04-17T01:43,2026-04-17T01:44,2026-04-17T05:15,2800,COMPLETED,206,mechanical
956,BF1956,GIG,GYN,PR-BFY06,2025-12-25T10:59,2025-12-25T11:57,2025-12-25T10:59,2025-12-25T11:53,900,COMPLETED,122,mechanical
957,BF1957,AJU,BSB,PR-BFY16,2026-05-16T00:17,2026-05-16T02:44,2026-05-16T00:17,2026-05-16T02:52,1700,COMPLETED,0,none
958,BF1958,FOR,SSA,PR-BFY17,2025-09-01T19:04,2025-09-01T19:49,2025-09-01T19:04,2025-09-01T19:56,600,COMPLETED,0,none
959,BF1959,SLZ,MAO,PR-BFY05,2026-03-11T03:37,2026-03-11T06:01,2026-03-11T03:37,2026-03-11T06:00,2000,COMPLETED,42,mechanical
960,BF1960,POA,FOR,PR-BFY14,2025-06-10T22:31,2025-06-11T02:15,2025-06-10T22:31,2025-06-11T02:20,2800,COMPLETED,0,none
961,BF1961,JPA,MAO,PR-BFY14,2025-06-06T20:18,2025-06-06T22:51,2025-06-06T20:18,2025-06-06T22:48,2000,COMPLETED,0,none
962,BF1962,GYN,MCZ,PR-BFY09,2025-09-20T01:03,2025-09-20T03:23,2025-09-20T01:03,2025-09-20T03:21,1700,COMPLETED,0,none
963,BF1963,THE,GYN,PR-BFY17,2026-04-09T12:05,2026-04-09T14:08,2026-04-09T12:05,2026-04-09T14:06,1700,COMPLETED,0,none
964,BF1964,JPA,CNF,PR-BFY04,2025-10-16T09:13,2025-10-16T11:45,2025-10-16T09:13,2025-10-16T11:47,1800,COMPLETED,0,none
965,BF1965,SDU,NVT,PR-BFY01,2025-06-28T22:30,2025-06-28T23:28,2025-06-28T22:30,2025-06-28T23:36,800,COMPLETED,0,none
966,BF1966,JPA,BSB,PR-BFY08,2025-08-06T05:12,2025-08-06T07:36,2025-08-06T07:11,2025-08-06T09:37,1700,COMPLETED,119,weather
967,BF1967,CWB,IGU,PR-BFY04,2026-05-15T22:32,2026-05-15T23:00,2026-05-15T22:32,2026-05-15T23:04,500,COMPLETED,0,none
968,BF1968,CGB,FLN,PR-BFY02,2025-12-22T07:04,2025-12-22T09:01,2025-12-22T07:04,2025-12-22T09:06,1300,COMPLETED,0,none
969,BF1969,CNF,CGH,PR-BFY16,2025-06-01T09:21,2025-06-01T09:42,2025-06-01T09:21,2025-06-01T09:46,400,COMPLETED,0,none
970,BF1970,CGB,MCZ,PR-BFY04,2025-08-13T08:56,2025-08-13T11:06,2025-08-13T11:16,2025-08-13T13:30,1700,COMPLETED,140,atc
971,BF1971,GIG,THE,PR-BFY12,2025-06-10T22:45,2025-06-11T01:11,2025-06-10T22:45,2025-06-11T01:16,1800,COMPLETED,0,none
972,BF1972,SLZ,MCP,PR-BFY08,2026-02-19T03:39,2026-02-19T06:22,2026-02-19T03:39,2026-02-19T06:28,2000,COMPLETED,0,none
973,BF1973,MCZ,CGB,PR-BFY20,2025-10-31T22:35,2025-11-01T00:50,2025-10-31T22:35,2025-11-01T00:49,1700,COMPLETED,0,none
974,BF1974,GIG,CGH,PR-BFY18,2025-10-17T16:04,2025-10-17T16:30,2025-10-17T16:04,2025-10-17T16:27,400,COMPLETED,0,none
975,BF1975,JPA,CWB,PR-BFY02,2026-01-06T12:40,2026-01-06T16:23,2026-01-06T12:40,2026-01-06T16:22,2800,COMPLETED,0,none
976,BF1976,SDU,GYN,PR-BFY12,2026-04-01T12:47,2026-04-01T14:01,2026-04-01T12:47,2026-04-01T14:07,900,COMPLETED,0,none
977,BF1977,IGU,AJU,PR-BFY06,2025-08-25T12:13,2025-08-25T16:02,2025-08-25T12:13,2025-08-25T15:57,2800,COMPLETED,0,none
978,BF1978,JPA,CGB,PR-BFY13,2025-09-02T21:17,2025-09-02T23:23,2025-09-02T23:56,2025-09-03T02:03,1700,COMPLETED,159,weather
979,BF1979,SSA,THE,PR-BFY13,2025-07-25T14:28,2025-07-25T15:08,2025-07-25T14:28,2025-07-25T15:15,600,COMPLETED,0,none
980,BF1980,JPA,CGB,PR-BFY17,2025-10-29T16:16,2025-10-29T18:18,2025-10-29T18:57,2025-10-29T20:54,1700,COMPLETED,161,weather
981,BF1981,IGU,FOR,PR-BFY18,2025-12-06T11:27,2025-12-06T14:56,2025-12-06T11:27,2025-12-06T14:59,2800,COMPLETED,0,none
982,BF1982,GIG,BSB,PR-BFY09,2025-11-11T01:27,2025-11-11T02:25,2025-11-11T01:27,2025-11-11T02:24,900,COMPLETED,0,none
983,BF1983,PMW,SDU,PR-BFY07,2025-12-14T22:11,2025-12-15T01:58,2025-12-14T22:11,2025-12-15T02:00,2800,COMPLETED,0,none
984,BF1984,FOR,GIG,PR-BFY11,2025-06-02T00:27,2025-06-02T02:52,2025-06-02T00:27,2025-06-02T02:58,1800,COMPLETED,0,none
985,BF1985,VCP,SLZ,PR-BFY01,2025-12-10T06:24,2025-12-10T08:52,2025-12-10T09:15,2025-12-10T11:39,1800,COMPLETED,171,mechanical
986,BF1986,MCP,POA,PR-BFY18,2025-11-07T16:11,2025-11-07T20:46,2025-11-07T16:11,2025-11-07T20:41,3500,COMPLETED,0,none
987,BF1987,AJU,RBR,PR-BFY20,2025-08-17T12:13,2025-08-17T14:56,2025-08-17T12:13,2025-08-17T14:59,2000,COMPLETED,0,none
988,BF1988,FOR,BSB,PR-BFY05,2026-04-18T23:44,2026-04-19T01:48,2026-04-19T00:51,2026-04-19T03:02,1700,COMPLETED,67,operational
989,BF1989,IGU,GYN,PR-BFY15,2026-04-12T23:00,2026-04-13T00:38,2026-04-13T01:17,2026-04-13T02:55,1300,COMPLETED,137,mechanical
990,BF1990,CNF,BVB,PR-BFY10,2025-10-07T05:45,2025-10-07T09:11,2025-10-07T05:45,2025-10-07T09:11,2800,COMPLETED,0,none
991,BF1991,GRU,CWB,PR-BFY03,2025-09-27T15:12,2025-09-27T16:30,2025-09-27T17:07,2025-09-27T18:26,800,COMPLETED,115,atc
992,BF1992,SDU,VCP,PR-BFY04,2026-04-07T11:47,2026-04-07T12:14,2026-04-07T11:47,2026-04-07T12:21,400,COMPLETED,0,none
993,BF1993,SLZ,REC,PR-BFY13,2025-09-08T23:20,2025-09-09T00:18,2025-09-08T23:20,2025-09-09T00:16,600,COMPLETED,0,none
994,BF1994,FLN,GRU,PR-BFY03,2025-08-20T03:00,2025-08-20T04:16,,,800,CANCELLED,227,weather
995,BF1995,CGB,SDU,PR-BFY18,2025-06-10T19:52,2025-06-10T21:14,2025-06-10T19:52,2025-06-10T21:12,900,COMPLETED,0,none
996,BF1996,SLZ,BVB,PR-BFY19,2026-02-02T09:47,2026-02-02T12:34,2026-02-02T09:47,2026-02-02T12:44,2000,COMPLETED,0,none
997,BF1997,RBR,IGU,PR-BFY18,2025-09-27T19:09,2025-09-27T23:30,2025-09-27T19:09,2025-09-27T23:26,3500,COMPLETED,0,none
998,BF1998,THE,CGB,PR-BFY04,2025-08-29T14:54,2025-08-29T16:51,2025-08-29T14:54,2025-08-29T16:55,1700,COMPLETED,0,none
